fname,ID,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,Notes,re-cropped
/Volumes/My Passport/MLS_project/OriginalData/22916459+Dermacentor_variabilis+Augment+RTS_100+life_a+fed.jpg,22916459,Augment,100.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22919307+Dermacentor_variabilis+Augment+RTS_100+life_a+fed.jpg,22919307,Augment,100.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22935570+Ixodes_scapularis+Augment+RTS_100+life_a+fed.jpg,22935570,Augment,100.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22935823+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22935823,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22936262+Amblyomma_americanum+Augment+RTS_224+life_a+fed.jpg,22936262,Augment,224.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22937351+Ixodes_scapularis+Augment+RTS_35+life_a+fed.jpg,22937351,Augment,35.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22943365+Amblyomma_americanum+Augment+RTS_120+life_a+fed.jpg,22943365,Augment,120.0,True,m,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22947044+Amblyomma_americanum+Augment+RTS_60+life_a+fed.jpg,22947044,Augment,60.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22950504+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22950504,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22954611+Dermacentor_variabilis+Augment+RTS_55+life_a+fed.jpg,22954611,Augment,55.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22959176+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22959176,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22965674+Dermacentor_variabilis+Augment+RTS_105+life_a+fed.jpg,22965674,Augment,105.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22965992+Ixodes_scapularis+Augment+RTS_120+life_a+fed.jpg,22965992,Augment,120.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22966031+Ixodes_scapularis+Augment+RTS_100+life_a+fed.jpg,22966031,Augment,100.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22966289+Ixodes_scapularis+Augment+RTS_108+life_a+fed.jpg,22966289,Augment,108.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22969620+Ixodes_scapularis+Augment+RTS_65+life_a+fed.jpg,22969620,Augment,65.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22969989+Dermacentor_variabilis+Augment+RTS_32+life_a+fed.jpg,22969989,Augment,32.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22973889+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22973889,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22983126+Dermacentor_variabilis+Augment+RTS_28+life_a+fed.jpg,22983126,Augment,28.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22988782+Dermacentor_variabilis+Augment+RTS_42+life_a+fed.jpg,22988782,Augment,42.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22989292+Ixodes_scapularis+Augment+RTS_73+life_a+fed.jpg,22989292,Augment,73.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23007431+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,23007431,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23014343+Dermacentor_variabilis+Augment+RTS_76+life_a+fed.jpg,23014343,Augment,76.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23021821+Dermacentor_variabilis+Augment+RTS_36+life_a+fed.jpg,23021821,Augment,36.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23023923+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,23023923,Augment,45.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23025044+Ixodes_scapularis+Keep+RTS_20+life_a+fed.jpg,23025044,Keep,20.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23029128+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,23029128,Augment,45.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23046083+Amblyomma_americanum+Augment+RTS_70+life_a+fed.jpg,23046083,Augment,70.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23059338+Amblyomma_americanum+Augment+RTS_20+life_a+fed.jpg,23059338,Augment,20.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23063964+Ixodes_scapularis+Augment+RTS_38+life_a+fed.jpg,23063964,Augment,38.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23082724+Dermacentor_variabilis+Augment+RTS_115+life_a+fed.jpg,23082724,Augment,115.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/2309423+Ixodes_scapularis+Augment+RTS_62+life_a+fed.jpg,2309423,Augment,62.0,True,f,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23098038+Ixodes_scapularis+Keep+RTS_17+life_a+fed.jpg,23098038,Keep,17.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23117973+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,23117973,Augment,80.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23138745+Dermacentor_variabilis+Keep+RTS_37+life_a+fed.jpg,23138745,Keep,37.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,Ventral,False
/Volumes/My Passport/MLS_project/OriginalData/23152273+Ixodes_scapularis+Augment+RTS_118+life_a+fed.jpg,23152273,Augment,118.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23162963+Dermacentor_variabilis+Augment+RTS_45+life_a+feed_unk.jpg,23162963,Augment,45.0,True,f,a,unk,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23184084+Dermacentor_variabilis+Augment+RTS_85+life_a+fed.jpg,23184084,Augment,85.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23184923+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,23184923,Augment,45.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23189275+Dermacentor_variabilis+Augment+RTS_32+life_a+fed.jpg,23189275,Augment,32.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23193337+Dermacentor_variabilis+Augment+RTS_180+life_a+fed.jpg,23193337,Augment,180.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23208404+Dermacentor_variabilis+Augment+RTS_71+life_a+fed.jpg,23208404,Augment,71.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23216067+Dermacentor_variabilis+Augment+RTS_145+life_a+fed.jpg,23216067,Augment,145.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23217236+Dermacentor_variabilis+Augment+RTS_38+life_a+fed.jpg,23217236,Augment,38.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23220236+Dermacentor_variabilis+Augment+RTS_140+life_a+fed.jpg,23220236,Augment,140.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23226832+Ixodes_scapularis+Augment+RTS_21+life_a+fed.jpg,23226832,Augment,21.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23227524+Amblyomma_americanum+Augment+RTS_50+life_a+fed.jpg,23227524,Augment,50.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23231719+Ixodes_scapularis+Augment+RTS_40+life_a+fed.jpg,23231719,Augment,40.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23234590+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,23234590,Augment,70.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23240029+Dermacentor_variabilis+Augment+RTS_46+life_a+fed.jpg,23240029,Augment,46.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23266021+Dermacentor_variabilis+Augment+RTS_190+life_a+fed.jpg,23266021,Augment,190.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23285167+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,23285167,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23317735+Dermacentor_variabilis+Augment+RTS_53+life_a+fed.jpg,23317735,Augment,53.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/2333583+Ixodes_scapularis+Augment+RTS_79+life_a+fed.jpg,2333583,Augment,79.0,True,f,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23398941+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,23398941,Augment,25.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/2340325+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,2340325,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23406182+Ixodes_scapularis+Keep+RTS_8+life_n+fed.jpg,23406182,Keep,8.0,True,unk,n,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23413240+Ixodes_scapularis+Augment+RTS_25+life_a+fed.jpg,23413240,Augment,25.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23419021+Dermacentor_variabilis+Augment+RTS_20+life_a+fed.jpg,23419021,Augment,20.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23423105+Dermacentor_variabilis+Augment+RTS_26+life_a+fed.jpg,23423105,Augment,26.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23423193+Ixodes_scapularis+Keep+RTS_12+life_a+fed.jpg,23423193,Keep,12.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/2342611+Ixodes_scapularis+Augment+RTS_94+life_a+fed.jpg,2342611,Augment,94.0,True,f,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23428142+Dermacentor_variabilis+Augment+RTS_87+life_a+fed.jpg,23428142,Augment,87.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23431005+Dermacentor_variabilis+Keep+RTS_15+life_a+fed.jpg,23431005,Keep,15.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23434046+Amblyomma_americanum+Augment+RTS_40+life_a+fed.jpg,23434046,Augment,40.0,True,m,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/2344776+Ixodes_scapularis+Augment+RTS_85+life_a+fed.jpg,2344776,Augment,85.0,True,f,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23456934+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,23456934,Augment,50.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23468849+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,23468849,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23474353+Dermacentor_variabilis+Augment+RTS_27+life_a+fed.jpg,23474353,Augment,27.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23474938+Amblyomma_americanum+Augment+RTS_30+life_a+fed.jpg,23474938,Augment,30.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/234795+Ixodes_scapularis+Augment+RTS_112+life_a+fed.jpg,234795,Augment,112.0,True,f,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23480592+Dermacentor_variabilis+Augment+RTS_28+life_a+fed.jpg,23480592,Augment,28.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23490897+Dermacentor_variabilis+Augment+RTS_48+life_a+fed.jpg,23490897,Augment,48.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23502080+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,23502080,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23521371+Dermacentor_variabilis+Augment+RTS_60+life_a+fed.jpg,23521371,Augment,60.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23525823+Dermacentor_variabilis+Augment+RTS_83+life_a+fed.jpg,23525823,Augment,83.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23542013+Amblyomma_americanum+Augment+RTS_40+life_unk+feed_unk.jpg,23542013,Augment,40.0,True,f,unk,unk,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23554507+Dermacentor_variabilis+Augment+RTS_145+life_a+fed.jpg,23554507,Augment,145.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23561148+Amblyomma_americanum+Augment+RTS_85+life_a+fed.jpg,23561148,Augment,85.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23561179+Dermacentor_variabilis+Augment+RTS_160+life_a+fed.jpg,23561179,Augment,160.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23569544+Dermacentor_variabilis+Augment+RTS_90+life_a+fed.jpg,23569544,Augment,90.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23569602+Dermacentor_variabilis+Augment+RTS_46+life_a+fed.jpg,23569602,Augment,46.0,True,f,a,unfed ,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23577270+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,23577270,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23614031+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,23614031,Augment,45.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23619881+Dermacentor_variabilis+Augment+RTS_43+life_a+fed.jpg,23619881,Augment,43.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23620629+Dermacentor_variabilis+Keep+RTS_115+life_a+fed.jpg,23620629,Keep,115.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/2362683+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,2362683,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23675052+Ixodes_scapularis+Augment+RTS_100+life_a+fed.jpg,23675052,Augment,100.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23681750+Ixodes_scapularis+Augment+RTS_100+life_a+fed.jpg,23681750,Augment,100.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23682005+Ixodes_scapularis+Augment+RTS_43+life_a+fed.jpg,23682005,Augment,43.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23684588+Amblyomma_americanum+Augment+RTS_85+life_a+fed.jpg,23684588,Augment,85.0,True,m,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23696412+Ixodes_scapularis+Augment+RTS_22+life_a+fed.jpg,23696412,Augment,22.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23697430+Dermacentor_variabilis+Augment+RTS_31+life_a+fed.jpg,23697430,Augment,31.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23700225+Dermacentor_variabilis+Keep+RTS_18+life_a+fed.jpg,23700225,Keep,18.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23714008+Amblyomma_americanum+Augment+RTS_50+life_a+fed.jpg,23714008,Augment,50.0,True,m,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23719136+Dermacentor_variabilis+Augment+RTS_205+life_a+fed.jpg,23719136,Augment,205.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23719161+Dermacentor_variabilis+Augment+RTS_14+life_a+fed.jpg,23719161,Augment,14.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23719769+Dermacentor_variabilis+Augment+RTS_76+life_a+fed.jpg,23719769,Augment,76.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23719975+Dermacentor_variabilis+Augment+RTS_66+life_a+feed_unk.jpg,23719975,Augment,66.0,True,f,a,unk,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23746908+Dermacentor_variabilis+Augment+RTS_32+life_a+fed.jpg,23746908,Augment,32.0,True,f,a,fed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23766265+Amblyomma_americanum+Augment+RTS_65+life_n+fed.jpg,23766265,Augment,65.0,True,unk,n,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/2377867+Ixodes_scapularis+Augment+RTS_150+life_a+fed.jpg,2377867,Augment,150.0,True,f,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23781345+Dermacentor_variabilis+Augment+RTS_115+life_a+fed.jpg,23781345,Augment,115.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23794487+Ixodes_scapularis+Augment+RTS_38+life_a+fed.jpg,23794487,Augment,38.0,True,f,a,unfed,Ixodes scapularis,LJ,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23809980+Dermacentor_variabilis+Keep+RTS_15+life_a+fed.jpg,23809980,Keep,15.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23810133+Dermacentor_variabilis+Augment+RTS_115+life_a+fed.jpg,23810133,Augment,115.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23820423+Dermacentor_variabilis+Augment+RTS_32+life_a+fed.jpg,23820423,Augment,32.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23821643+Dermacentor_variabilis+Augment+RTS_117+life_a+fed.jpg,23821643,Augment,117.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23826756+Amblyomma_americanum+Augment+RTS_145+life_a+fed.jpg,23826756,Augment,145.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23835405+Dermacentor_variabilis+Augment+RTS_34+life_a+fed.jpg,23835405,Augment,34.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/23836177+Dermacentor_variabilis+Augment+RTS_76+life_a+fed.jpg,23836177,Augment,76.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/23841472+Dermacentor_variabilis+Augment+RTS_+life_a+fed.jpg,23841472,Augment,nan,False,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
